Expiration Date,Calls,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,Strike,Puts,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int
03/19/2021,DJX210319C00258000,0,0,44.55,47.65,0,0.2792,0.8657,0.0048,0,258.000,DJX210319P00258000,0,0,2.91,3.75,0,0.2819,-0.136,0.0048,0
03/19/2021,DJX210319C00259000,0,0,43.7,46.75,0,0.2779,0.861,0.005,0,259.000,DJX210319P00259000,0,0,2.96,3.85,0,0.2791,-0.1396,0.005,0
03/19/2021,DJX210319C00260000,0,0,42.5,45.85,0,0.2716,0.86,0.0051,82,260.000,DJX210319P00260000,4.5,0,3.05,4,0,0.2775,-0.1443,0.0051,65
03/19/2021,DJX210319C00261000,0,0,41.95,44.95,0,0.2742,0.8519,0.0052,0,261.000,DJX210319P00261000,0,0,3.2,4.1,0,0.276,-0.1491,0.0052,0
03/19/2021,DJX210319C00262000,0,0,40.8,44.05,0,0.2685,0.8502,0.0054,0,262.000,DJX210319P00262000,0,0,3.45,4.2,0,0.2755,-0.1549,0.0054,0
03/19/2021,DJX210319C00263000,0,0,39.9,43.15,0,0.2662,0.8457,0.0056,0,263.000,DJX210319P00263000,0,0,3.4,4.35,0,0.2718,-0.1583,0.0055,0
03/19/2021,DJX210319C00264000,0,0,39.4,42.25,0,0.2689,0.8372,0.0057,0,264.000,DJX210319P00264000,0,0,3.55,4.5,0,0.2706,-0.1638,0.0057,0
03/19/2021,DJX210319C00265000,0,0,38.55,41.4,0,0.2676,0.8317,0.0059,0,265.000,DJX210319P00265000,5,0,3.7,4.6,0,0.2686,-0.1689,0.0058,58
03/19/2021,DJX210319C00266000,0,0,37.4,40.5,0,0.2618,0.8294,0.006,0,266.000,DJX210319P00266000,0,0,3.8,4.75,0,0.2665,-0.174,0.006,0
03/19/2021,DJX210319C00267000,0,0,36.55,39.65,0,0.2603,0.8237,0.0062,0,267.000,DJX210319P00267000,0,0,3.95,4.9,0,0.2649,-0.1796,0.0062,0
03/19/2021,DJX210319C00268000,0,0,36,38.75,0,0.2616,0.8156,0.0063,0,268.000,DJX210319P00268000,0,0,4.1,5.05,0,0.2632,-0.1854,0.0063,0
03/19/2021,DJX210319C00269000,0,0,34.9,37.9,0,0.257,0.812,0.0065,0,269.000,DJX210319P00269000,0,0,4.25,5.2,0,0.2614,-0.1912,0.0065,1
03/19/2021,DJX210319C00270000,0,0,34.05,37.05,0,0.2552,0.806,0.0067,8,270.000,DJX210319P00270000,4.8,-0.675,4.4,5.35,1,0.2595,-0.197,0.0067,55
03/19/2021,DJX210319C00271000,0,0,33.25,35.95,0,0.251,0.8018,0.0069,0,271.000,DJX210319P00271000,0,0,4.55,5.5,0,0.2575,-0.203,0.0068,0
03/19/2021,DJX210319C00272000,0,0,32.8,35.1,0,0.2533,0.7922,0.007,0,272.000,DJX210319P00272000,0,0,4.75,5.7,0,0.2564,-0.2099,0.007,0
03/19/2021,DJX210319C00273000,0,0,32,34.25,0,0.2517,0.7856,0.0072,0,273.000,DJX210319P00273000,0,0,4.9,5.85,0,0.2542,-0.2161,0.0072,0
03/19/2021,DJX210319C00274000,0,0,31.15,33.45,0,0.2499,0.7789,0.0074,0,274.000,DJX210319P00274000,0,0,5.05,6.05,0,0.2524,-0.2227,0.0074,6
03/19/2021,DJX210319C00275000,0,0,30.3,32.6,0,0.2475,0.7725,0.0076,4,275.000,DJX210319P00275000,0,0,5.25,6.2,0,0.2504,-0.2294,0.0076,102
03/19/2021,DJX210319C00276000,0,0,29.55,31.8,0,0.2464,0.7649,0.0078,0,276.000,DJX210319P00276000,0,0,5.45,6.4,0,0.2489,-0.2367,0.0077,5
03/19/2021,DJX210319C00277000,0,0,28.75,31,0,0.2448,0.7575,0.008,0,277.000,DJX210319P00277000,0,0,5.6,6.6,0,0.2467,-0.2436,0.0079,0
03/19/2021,DJX210319C00278000,0,0,27.95,30.2,0,0.2431,0.75,0.0081,0,278.000,DJX210319P00278000,0,0,5.8,6.8,0,0.2449,-0.251,0.0081,0
03/19/2021,DJX210319C00279000,0,0,27.2,29.45,0,0.2421,0.7418,0.0083,0,279.000,DJX210319P00279000,0,0,6,7,0,0.243,-0.2586,0.0083,0
03/19/2021,DJX210319C00280000,21.45,0,26.45,28.65,0,0.2406,0.7338,0.0085,54,280.000,DJX210319P00280000,8.75,0,6.25,7.25,0,0.2419,-0.2669,0.0085,445
03/19/2021,DJX210319C00281000,0,0,25.65,27.85,0,0.2385,0.726,0.0087,0,281.000,DJX210319P00281000,0,0,6.45,7.45,0,0.2398,-0.2746,0.0087,0
03/19/2021,DJX210319C00282000,0,0,24.9,27.1,0,0.2371,0.7174,0.0089,0,282.000,DJX210319P00282000,7.6,0,6.65,7.7,0,0.238,-0.2828,0.0089,10
03/19/2021,DJX210319C00283000,0,0,24.15,26.3,0,0.2352,0.7091,0.0091,0,283.000,DJX210319P00283000,0,0,6.9,7.9,0,0.236,-0.2911,0.0091,0
03/19/2021,DJX210319C00284000,0,0,23.45,25.5,0,0.2336,0.7004,0.0093,0,284.000,DJX210319P00284000,0,0,7.15,8.15,0,0.2344,-0.2999,0.0092,0
03/19/2021,DJX210319C00285000,0,0,22.7,24.75,0,0.2318,0.6915,0.0095,310,285.000,DJX210319P00285000,9.13,0,7.4,8.4,0,0.2326,-0.3087,0.0094,1262
03/19/2021,DJX210319C00286000,0,0,22,23.95,0,0.2299,0.6825,0.0097,0,286.000,DJX210319P00286000,0,0,7.65,8.65,0,0.2307,-0.3177,0.0096,4
03/19/2021,DJX210319C00287000,0,0,21.25,23.15,0,0.2274,0.6735,0.0099,1,287.000,DJX210319P00287000,0,0,7.9,8.95,0,0.2291,-0.3271,0.0098,0
03/19/2021,DJX210319C00288000,0,0,20.55,22.45,0,0.2261,0.6637,0.0101,0,288.000,DJX210319P00288000,0,0,8.15,9.2,0,0.2269,-0.3364,0.01,4
03/19/2021,DJX210319C00289000,0,0,19.85,21.75,0,0.2247,0.6538,0.0102,0,289.000,DJX210319P00289000,12.85,0,8.4,9.5,0,0.225,-0.3461,0.0102,0
03/19/2021,DJX210319C00290000,0,0,19.2,21,0,0.223,0.6438,0.0104,106,290.000,DJX210319P00290000,0,0,8.7,9.8,0,0.2234,-0.3561,0.0104,3
03/19/2021,DJX210319C00291000,0,0,18.5,20.25,0,0.2209,0.6338,0.0106,0,291.000,DJX210319P00291000,0,0,9,10.1,0,0.2216,-0.3662,0.0106,1
03/19/2021,DJX210319C00292000,14.3,0,17.85,19.6,0,0.2198,0.6232,0.0108,2,292.000,DJX210319P00292000,0,0,9.35,10.45,0,0.2205,-0.3768,0.0107,0
03/19/2021,DJX210319C00293000,0,0,17.15,18.85,0,0.2173,0.6128,0.011,0,293.000,DJX210319P00293000,0,0,9.6,10.75,0,0.218,-0.3872,0.0109,0
03/19/2021,DJX210319C00294000,0,0,16.5,18.15,0,0.2154,0.6019,0.0112,0,294.000,DJX210319P00294000,0,0,9.9,11.1,0,0.2162,-0.398,0.0111,1
03/19/2021,DJX210319C00295000,17.15,0,15.85,17.5,0,0.2139,0.5908,0.0113,382,295.000,DJX210319P00295000,10.95,-1.15,10.25,11.4,10,0.2142,-0.409,0.0113,49
03/19/2021,DJX210319C00296000,0,0,15.25,16.8,0,0.2121,0.5795,0.0115,0,296.000,DJX210319P00296000,0,0,10.6,11.8,0,0.2129,-0.4204,0.0115,0
03/19/2021,DJX210319C00297000,0,0,14.6,16.15,0,0.2102,0.568,0.0117,0,297.000,DJX210319P00297000,13,0,10.95,12.15,0,0.211,-0.4318,0.0116,1
03/19/2021,DJX210319C00298000,0,0,14,15.5,0,0.2085,0.5563,0.0118,0,298.000,DJX210319P00298000,14.1,0,11.35,12.55,0,0.2097,-0.4435,0.0117,1
03/19/2021,DJX210319C00299000,0,0,13.4,14.85,0,0.2066,0.5444,0.012,0,299.000,DJX210319P00299000,0,0,11.65,12.9,0,0.207,-0.4554,0.0119,0
03/19/2021,DJX210319C00300000,10.2,0,12.85,14.25,0,0.2054,0.5323,0.0121,157,300.000,DJX210319P00300000,12.8,-1.325,12.05,13.3,10,0.2054,-0.4675,0.0121,79
03/19/2021,DJX210319C00305000,9.5,0,10.05,11.35,0,0.1966,0.469,0.0126,28,305.000,DJX210319P00305000,0,0,14.1,15.55,0,0.1966,-0.5308,0.0126,3
03/19/2021,DJX210319C00310000,7.3,0,7.65,8.8,0,0.1888,0.4025,0.0128,202,310.000,DJX210319P00310000,0,0,16.7,18.2,0,0.1904,-0.5961,0.0127,3
03/19/2021,DJX210319C00315000,5.56,0,5.65,6.7,0,0.1824,0.3359,0.0125,1048,315.000,DJX210319P00315000,0,0,19.45,21.3,0,0.1837,-0.6625,0.0124,0
03/19/2021,DJX210319C00320000,4.3,0.35,4,5.05,10,0.1771,0.2723,0.0117,1,320.000,DJX210319P00320000,25.95,0,22.55,24.7,0,0.1767,-0.7279,0.0117,72
03/19/2021,DJX210319C00325000,2.74,0,2.74,3.75,0,0.173,0.2146,0.0105,4,325.000,DJX210319P00325000,0,0,25.9,29,0,0.1748,-0.7824,0.0105,0
03/19/2021,DJX210319C00330000,0,0,1.84,2.76,0,0.1703,0.1653,0.0091,186,330.000,DJX210319P00330000,0,0,29.8,33.25,0,0.173,-0.8303,0.0091,0
03/19/2021,DJX210319C00335000,0,0,1.23,2.04,0,0.1692,0.1258,0.0076,4,335.000,DJX210319P00335000,0,0,34,37.7,0,0.1722,-0.8694,0.0077,0
03/19/2021,DJX210319C00340000,0,0,0.81,1.53,0,0.1694,0.0953,0.0062,3,340.000,DJX210319P00340000,0,0,38.45,42.35,0,0.1736,-0.8987,0.0064,0
03/19/2021,DJX210319C00345000,0,0,0.54,1.13,0,0.1699,0.0713,0.005,1,345.000,DJX210319P00345000,0,0,43.05,47.05,0,0.1745,-0.9227,0.0052,0
03/19/2021,DJX210319C00350000,0.6,0,0.35,0.84,0,0.1709,0.0532,0.004,207,350.000,DJX210319P00350000,0,0,47.8,51.85,0,0.1774,-0.9395,0.0042,0
03/19/2021,DJX210319C00355000,0,0,0.22,0.61,0,0.1713,0.0387,0.0031,0,355.000,DJX210319P00355000,0,0,52.6,56.7,0,0.18,-0.953,0.0034,0
03/19/2021,DJX210319C00360000,0,0,0.13,0.48,0,0.1738,0.0294,0.0024,1,360.000,DJX210319P00360000,0,0,57.5,61.6,0,0.185,-0.9614,0.0028,0
06/18/2021,DJX210618C00185000,0,0,112.7,117.2,0,0.3223,0.9843,0.0005,55,185.000,DJX210618P00185000,0,0,0.5,1.29,0,0.3668,-0.0266,0.0008,44
06/18/2021,DJX210618C00190000,0,0,107.9,112.35,0,0.3244,0.9788,0.0007,259,190.000,DJX210618P00190000,1.2,0,0.5,1.47,0,0.3555,-0.0298,0.0009,207
06/18/2021,DJX210618C00195000,0,0,103.05,107.55,0,0.3221,0.9735,0.0009,3,195.000,DJX210618P00195000,2,0,0.62,1.67,0,0.348,-0.0346,0.001,560
06/18/2021,DJX210618C00200000,0,0,98.3,102.75,0,0.3207,0.9668,0.001,46,200.000,DJX210618P00200000,0,0,1.1,1.9,0,0.3494,-0.0435,0.0012,888
06/18/2021,DJX210618C00205000,0,0,93.55,98,0,0.3179,0.9595,0.0012,1,205.000,DJX210618P00205000,0,0,0.97,2.15,0,0.3345,-0.0469,0.0013,2
06/18/2021,DJX210618C00210000,0,0,88.8,93.25,0,0.3129,0.9519,0.0014,4,210.000,DJX210618P00210000,2.15,0,1.2,2.43,0,0.3278,-0.0543,0.0015,314
06/18/2021,DJX210618C00215000,0,0,84.15,88.5,0,0.3084,0.9431,0.0017,0,215.000,DJX210618P00215000,0,0,1.43,2.74,0,0.3205,-0.0624,0.0018,2
06/18/2021,DJX210618C00220000,0,0,79.5,83.85,0,0.3039,0.933,0.0019,0,220.000,DJX210618P00220000,0,0,1.77,3.1,0,0.3147,-0.0723,0.002,25
06/18/2021,DJX210618C00225000,0,0,74.9,79.2,0,0.2984,0.9221,0.0022,0,225.000,DJX210618P00225000,0,0,2.13,3.5,0,0.3084,-0.0831,0.0023,6
06/18/2021,DJX210618C00230000,0,0,70.4,74.6,0,0.2936,0.9094,0.0025,10,230.000,DJX210618P00230000,0,0,2.54,3.9,0,0.3014,-0.0949,0.0026,122
06/18/2021,DJX210618C00235000,0,0,65.9,70.05,0,0.2878,0.8958,0.0029,4,235.000,DJX210618P00235000,0,0,2.98,4.45,0,0.2954,-0.1086,0.0029,16
06/18/2021,DJX210618C00240000,0,0,61.5,65.5,0,0.2816,0.8808,0.0032,3,240.000,DJX210618P00240000,0,0,3.45,4.95,0,0.2877,-0.1228,0.0032,896
06/18/2021,DJX210618C00245000,0,0,57.15,61.05,0,0.2756,0.8639,0.0036,2,245.000,DJX210618P00245000,0,0,4.05,5.55,0,0.2812,-0.1395,0.0036,83
06/18/2021,DJX210618C00250000,0,0,52.9,56.7,0,0.27,0.8449,0.004,7,250.000,DJX210618P00250000,6.15,0,4.65,6.25,0,0.2743,-0.1577,0.004,1088
06/18/2021,DJX210618C00255000,0,0,48.7,52.35,0,0.2633,0.8245,0.0045,3,255.000,DJX210618P00255000,0,0,5.4,7,0,0.2677,-0.1781,0.0044,606
06/18/2021,DJX210618C00260000,0,0,45.15,48.15,0,0.2616,0.7984,0.0049,465,260.000,DJX210618P00260000,8.35,0,6.25,7.8,0,0.2609,-0.2005,0.0049,423
06/18/2021,DJX210618C00265000,0,0,41,44,0,0.2536,0.7745,0.0054,478,265.000,DJX210618P00265000,0,0,7.05,8.7,0,0.253,-0.2245,0.0054,411
06/18/2021,DJX210618C00270000,0,0,37.05,39.85,0,0.2456,0.7481,0.0059,98,270.000,DJX210618P00270000,0,0,8.05,9.75,0,0.2461,-0.2517,0.0059,10
06/18/2021,DJX210618C00275000,0,0,33.2,36,0,0.2388,0.7181,0.0065,101,275.000,DJX210618P00275000,0,0,9.15,10.9,0,0.239,-0.2814,0.0065,10
06/18/2021,DJX210618C00276000,0,0,32.45,35.25,0,0.2375,0.7118,0.0066,0,276.000,DJX210618P00276000,0,0,9.4,11.15,0,0.2377,-0.2878,0.0066,6
06/18/2021,DJX210618C00277000,0,0,31.7,34.4,0,0.2355,0.7057,0.0067,0,277.000,DJX210618P00277000,0,0,9.65,11.4,0,0.2363,-0.2942,0.0067,7
06/18/2021,DJX210618C00278000,0,0,30.95,33.7,0,0.2344,0.6991,0.0068,423,278.000,DJX210618P00278000,0,0,9.9,11.7,0,0.2352,-0.3008,0.0068,10
06/18/2021,DJX210618C00279000,0,0,30.25,32.95,0,0.2332,0.6923,0.0069,0,279.000,DJX210618P00279000,0,0,10.1,11.95,0,0.2333,-0.3072,0.0069,1
06/18/2021,DJX210618C00280000,0,0,29.5,32.2,0,0.2316,0.6857,0.007,254,280.000,DJX210618P00280000,0,0,10.4,12.2,0,0.2321,-0.314,0.007,32
06/18/2021,DJX210618C00281000,0,0,28.75,31.5,0,0.2302,0.6788,0.0071,0,281.000,DJX210618P00281000,0,0,10.65,12.45,0,0.2304,-0.3208,0.0071,5
06/18/2021,DJX210618C00282000,0,0,28.05,30.7,0,0.2285,0.6719,0.0072,0,282.000,DJX210618P00282000,0,0,10.9,12.75,0,0.229,-0.3278,0.0072,4
06/18/2021,DJX210618C00283000,0,0,27.35,30,0,0.2273,0.6647,0.0073,0,283.000,DJX210618P00283000,0,0,11.2,13.05,0,0.2278,-0.335,0.0073,0
06/18/2021,DJX210618C00284000,0,0,26.65,29.25,0,0.2257,0.6576,0.0074,0,284.000,DJX210618P00284000,0,0,11.45,13.35,0,0.2262,-0.3421,0.0074,0
06/18/2021,DJX210618C00285000,0,0,25.95,28.55,0,0.2244,0.6502,0.0075,183,285.000,DJX210618P00285000,13.5,0,11.75,13.65,0,0.2249,-0.3495,0.0075,500
06/18/2021,DJX210618C00286000,0,0,25.3,27.8,0,0.2229,0.6427,0.0076,0,286.000,DJX210618P00286000,0,0,12.05,13.95,0,0.2235,-0.3569,0.0076,0
06/18/2021,DJX210618C00287000,0,0,24.6,27.05,0,0.2211,0.6353,0.0078,0,287.000,DJX210618P00287000,14.8,0,12.4,14.25,0,0.2223,-0.3645,0.0077,18
06/18/2021,DJX210618C00288000,0,0,23.95,26.45,0,0.2205,0.6274,0.0078,0,288.000,DJX210618P00288000,0,0,12.65,14.6,0,0.2207,-0.3722,0.0078,2
06/18/2021,DJX210618C00289000,0,0,23.3,25.75,0,0.2191,0.6195,0.0079,0,289.000,DJX210618P00289000,0,0,13,14.9,0,0.2193,-0.38,0.0079,0
06/18/2021,DJX210618C00290000,0,0,22.6,25.1,0,0.2176,0.6116,0.008,7,290.000,DJX210618P00290000,0,0,13.3,15.25,0,0.2179,-0.3879,0.008,1
06/18/2021,DJX210618C00291000,0,0,21.95,24.4,0,0.2161,0.6036,0.0081,0,291.000,DJX210618P00291000,15.6,0,13.6,15.6,0,0.2163,-0.3959,0.0081,6
06/18/2021,DJX210618C00292000,0,0,21.35,23.75,0,0.2151,0.5953,0.0082,1,292.000,DJX210618P00292000,0,0,13.95,15.95,0,0.215,-0.4041,0.0082,0
06/18/2021,DJX210618C00293000,0,0,20.7,23.1,0,0.2136,0.5871,0.0083,0,293.000,DJX210618P00293000,0,0,14.3,16.3,0,0.2136,-0.4124,0.0083,0
06/18/2021,DJX210618C00294000,0,0,20.05,22.45,0,0.2121,0.5787,0.0084,0,294.000,DJX210618P00294000,0,0,14.6,16.7,0,0.2121,-0.4208,0.0084,0
06/18/2021,DJX210618C00295000,0,0,19.45,21.8,0,0.2108,0.5701,0.0085,74,295.000,DJX210618P00295000,20,0,15,17.05,0,0.2108,-0.4293,0.0085,6
06/18/2021,DJX210618C00300000,16.53,0,16.45,18.7,0,0.2038,0.5258,0.0089,47,300.000,DJX210618P00300000,19.25,0,16.9,19.05,0,0.2038,-0.4736,0.0089,25
06/18/2021,DJX210618C00305000,0,0,13.7,15.85,0,0.1972,0.479,0.0092,5,305.000,DJX210618P00305000,0,0,19,21.35,0,0.1972,-0.5205,0.0092,30
06/18/2021,DJX210618C00310000,11.45,0,11.2,13.3,0,0.1911,0.4304,0.0094,2,310.000,DJX210618P00310000,0,0,21.35,23.8,0,0.1902,-0.5696,0.0094,0
06/18/2021,DJX210618C00315000,9.75,0.725,8.95,10.95,1,0.1848,0.3804,0.0094,4,315.000,DJX210618P00315000,30.85,0,24,26.6,0,0.1843,-0.6196,0.0094,3
06/18/2021,DJX210618C00320000,0,0,7,8.95,0,0.1794,0.3308,0.0092,15,320.000,DJX210618P00320000,34.2,0,27,29.65,0,0.1789,-0.6693,0.0093,3
06/18/2021,DJX210618C00325000,0,0,5.3,7.25,0,0.1743,0.2823,0.0089,6,325.000,DJX210618P00325000,0,0,30.15,32.95,0,0.1728,-0.7192,0.0089,0
06/18/2021,DJX210618C00330000,0,0,3.95,5.75,0,0.1698,0.2364,0.0083,127,330.000,DJX210618P00330000,0,0,33.8,36.55,0,0.1689,-0.7644,0.0083,0
06/18/2021,DJX210618C00335000,0,0,2.83,4.6,0,0.1662,0.195,0.0076,1,335.000,DJX210618P00335000,0,0,37.15,40.85,0,0.1646,-0.8071,0.0076,0
06/18/2021,DJX210618C00340000,0,0,2,3.65,0,0.1635,0.1586,0.0068,12,340.000,DJX210618P00340000,0,0,41.15,45.35,0,0.1643,-0.8394,0.0068,6
06/18/2021,DJX210618C00345000,2.15,0,1.4,2.9,0,0.1617,0.128,0.0059,126,345.000,DJX210618P00345000,0,0,45.4,49.7,0,0.1623,-0.8706,0.0059,96
06/18/2021,DJX210618C00350000,0,0,0.97,2.23,0,0.1597,0.1012,0.0051,1,350.000,DJX210618P00350000,0,0,49.85,54.25,0,0.1617,-0.8952,0.0051,0
06/18/2021,DJX210618C00355000,1.15,0,0.67,1.72,0,0.1585,0.0795,0.0043,2,355.000,DJX210618P00355000,0,0,54.45,58.85,0,0.1611,-0.9162,0.0043,0
06/18/2021,DJX210618C00360000,0.87,0,0.46,1.34,0,0.1581,0.0626,0.0036,3,360.000,DJX210618P00360000,0,0,59.15,63.55,0,0.1612,-0.9329,0.0037,0
09/17/2021,DJX210917C00190000,0,0,106.3,113.5,0,0.3132,0.9608,0.001,30,190.000,DJX210917P00190000,0,0,1.2,2.59,0,0.3334,-0.0465,0.0011,0
09/17/2021,DJX210917C00195000,0,0,101.6,108.8,0,0.3103,0.9536,0.0012,0,195.000,DJX210917P00195000,0,0,1.42,2.91,0,0.3272,-0.053,0.0012,0
09/17/2021,DJX210917C00200000,0,0,96.95,104.1,0,0.3066,0.9458,0.0013,1,200.000,DJX210917P00200000,0,0,1.7,3.2,0,0.3206,-0.06,0.0014,0
09/17/2021,DJX210917C00205000,0,0,92.35,99.45,0,0.303,0.937,0.0015,0,205.000,DJX210917P00205000,0,0,1.98,3.65,0,0.3154,-0.0684,0.0016,0
09/17/2021,DJX210917C00210000,0,0,87.75,94.85,0,0.2988,0.9276,0.0017,0,210.000,DJX210917P00210000,0,0,2.34,4,0,0.3088,-0.077,0.0018,0
09/17/2021,DJX210917C00215000,0,0,83.2,90.25,0,0.2939,0.9174,0.0019,0,215.000,DJX210917P00215000,0,0,2.71,4.55,0,0.3039,-0.0875,0.002,0
09/17/2021,DJX210917C00220000,0,0,78.75,85.7,0,0.2895,0.9059,0.0022,0,220.000,DJX210917P00220000,4.45,-0.45,3.2,5.05,10,0.2986,-0.0988,0.0022,0
09/17/2021,DJX210917C00225000,0,0,74.3,81.15,0,0.2839,0.894,0.0024,0,225.000,DJX210917P00225000,0,0,3.65,5.65,0,0.2928,-0.1108,0.0024,0
09/17/2021,DJX210917C00230000,0,0,69.95,76.7,0,0.2791,0.8803,0.0027,0,230.000,DJX210917P00230000,5.95,0,4.2,6.25,0,0.287,-0.124,0.0027,30
09/17/2021,DJX210917C00235000,0,0,65.65,72.3,0,0.2741,0.8655,0.003,0,235.000,DJX210917P00235000,0,0,4.8,6.95,0,0.2814,-0.1386,0.003,0
09/17/2021,DJX210917C00240000,0,0,61.4,67.9,0,0.2684,0.8498,0.0033,0,240.000,DJX210917P00240000,7.05,0,5.45,7.7,0,0.2757,-0.1543,0.0033,16
09/17/2021,DJX210917C00245000,0,0,57.25,63.6,0,0.2631,0.8323,0.0036,0,245.000,DJX210917P00245000,0,0,6.15,8.5,0,0.2696,-0.1713,0.0036,0
09/17/2021,DJX210917C00250000,0,0,53.2,59.4,0,0.2581,0.8131,0.0039,0,250.000,DJX210917P00250000,0,0,6.95,9.4,0,0.2639,-0.19,0.0039,10
09/17/2021,DJX210917C00255000,0,0,50.75,54.5,0,0.2579,0.7891,0.0042,0,255.000,DJX210917P00255000,0,0,7.85,10.35,0,0.2581,-0.2102,0.0042,10
09/17/2021,DJX210917C00260000,0,0,46.7,50.5,0,0.2516,0.7675,0.0046,0,260.000,DJX210917P00260000,0,0,8.8,11.35,0,0.2518,-0.2318,0.0046,0
09/17/2021,DJX210917C00265000,0,0,42.8,46.6,0,0.2457,0.744,0.0049,0,265.000,DJX210917P00265000,11.95,0,9.9,12.45,0,0.2459,-0.2554,0.0049,1
09/17/2021,DJX210917C00270000,0,0,39,42.8,0,0.2397,0.7186,0.0053,0,270.000,DJX210917P00270000,0,0,11,13.7,0,0.2397,-0.2806,0.0053,500
09/17/2021,DJX210917C00275000,0,0,35.3,39.1,0,0.2336,0.6913,0.0057,0,275.000,DJX210917P00275000,0,0,12.25,15,0,0.2334,-0.3077,0.0057,0
09/17/2021,DJX210917C00280000,0,0,31.75,35.45,0,0.2273,0.6622,0.0061,0,280.000,DJX210917P00280000,0,0,13.65,16.45,0,0.2274,-0.337,0.0061,0
09/17/2021,DJX210917C00285000,0,0,28.3,32,0,0.2213,0.6309,0.0064,0,285.000,DJX210917P00285000,19,0,15.15,18,0,0.2211,-0.3683,0.0064,2
09/17/2021,DJX210917C00290000,0,0,25,28.65,0,0.215,0.5976,0.0068,0,290.000,DJX210917P00290000,0,0,16.8,19.7,0,0.2149,-0.4016,0.0068,0
09/17/2021,DJX210917C00295000,0,0,21.9,25.45,0,0.209,0.5621,0.0071,0,295.000,DJX210917P00295000,0,0,18.65,21.55,0,0.209,-0.437,0.0071,0
09/17/2021,DJX210917C00300000,0,0,18.9,22.45,0,0.2028,0.5248,0.0074,500,300.000,DJX210917P00300000,0,0,20.6,23.6,0,0.2028,-0.4744,0.0074,0
09/17/2021,DJX210917C00305000,0,0,16.1,19.65,0,0.1969,0.4856,0.0077,0,305.000,DJX210917P00305000,0,0,22.7,25.85,0,0.1967,-0.5137,0.0077,0
09/17/2021,DJX210917C00310000,0,0,13.5,17.05,0,0.1911,0.4449,0.0078,0,310.000,DJX210917P00310000,0,0,25,28.25,0,0.1905,-0.5547,0.0078,0
09/17/2021,DJX210917C00315000,0,0,11.15,14.6,0,0.1853,0.403,0.0079,0,315.000,DJX210917P00315000,0,0,27.55,30.9,0,0.1847,-0.5967,0.0079,0
09/17/2021,DJX210917C00320000,9.6,0,9.1,12.4,0,0.1802,0.361,0.0079,50,320.000,DJX210917P00320000,0,0,30.35,33.8,0,0.1794,-0.6391,0.0079,0
09/17/2021,DJX210917C00325000,0,0,7.3,10.4,0,0.1752,0.3191,0.0077,0,325.000,DJX210917P00325000,0,0,33.45,36.9,0,0.1744,-0.6811,0.0077,0
09/17/2021,DJX210917C00330000,0,0,5.8,8.6,0,0.1708,0.2784,0.0074,0,330.000,DJX210917P00330000,0,0,36.9,40.3,0,0.1708,-0.7207,0.0074,0
09/17/2021,DJX210917C00335000,0,0,4.6,7.3,0,0.1687,0.2428,0.007,0,335.000,DJX210917P00335000,0,0,40.55,43.9,0,0.1672,-0.7587,0.007,0
09/17/2021,DJX210917C00340000,0,0,3.55,6.05,0,0.1657,0.208,0.0065,0,340.000,DJX210917P00340000,0,0,42.7,49.65,0,0.1655,-0.7915,0.0065,0
09/17/2021,DJX210917C00345000,0,0,2.62,4.95,0,0.1624,0.1749,0.006,0,345.000,DJX210917P00345000,0,0,46.65,53.8,0,0.1631,-0.823,0.006,0
09/17/2021,DJX210917C00350000,0,0,1.95,4,0,0.1597,0.1458,0.0054,0,350.000,DJX210917P00350000,0,0,50.8,58.1,0,0.1612,-0.8508,0.0054,0
09/17/2021,DJX210917C00355000,0,0,1.45,3.15,0,0.157,0.1195,0.0048,0,355.000,DJX210917P00355000,0,0,55.2,62.5,0,0.1602,-0.8743,0.0049,0
09/17/2021,DJX210917C00360000,0,0,1.07,2.61,0,0.1564,0.0996,0.0042,0,360.000,DJX210917P00360000,0,0,59.7,67,0,0.1592,-0.895,0.0043,0
12/17/2021,DJX211217C00155000,0,0,138.5,146.6,0,0.2298,0.997,0.0001,803,155.000,DJX211217P00155000,0,0,0.57,1.48,0,0.3525,-0.0227,0.0005,695
12/17/2021,DJX211217C00160000,0,0,133.7,141.85,0,0.2723,0.9903,0.0003,1300,160.000,DJX211217P00160000,1.6,0,0.69,1.69,0,0.3467,-0.0262,0.0006,52
12/17/2021,DJX211217C00165000,131.26,0,128.9,137.1,0,0.2842,0.9845,0.0004,503,165.000,DJX211217P00165000,0,0,0.82,1.92,0,0.3407,-0.0302,0.0007,15
12/17/2021,DJX211217C00170000,128.69,0,124.15,132.4,0,0.2917,0.9781,0.0006,552,170.000,DJX211217P00170000,0,0,0.98,2.18,0,0.3352,-0.0347,0.0008,161
12/17/2021,DJX211217C00175000,0,0,119.4,127.7,0,0.294,0.972,0.0007,1,175.000,DJX211217P00175000,2.7,0,1.17,2.46,0,0.3297,-0.0397,0.0009,852
12/17/2021,DJX211217C00180000,0,0,114.7,123.05,0,0.2955,0.9649,0.0008,471,180.000,DJX211217P00180000,0,0,1.36,2.78,0,0.324,-0.0452,0.001,419
